8170,"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli .",subjective
3821,"six of the nations brightest spoken word artists came together in new orleans on september 2 , to begin a life transforming journey to new york city for the memorial anniversary of september 11 .",objective
9675,"one of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .",subjective
1186,showing this beautiful city as seen through the eyes of it's favorite son in his most frantic moments .,objective
361,"based on a true story , the blue butterfly tells the story of a terminally ill 10-year-old boy whose dream is to catch the most beautiful butterfly on earth , the mythic and elusive blue morpho .",objective
451,"styled after vh1's "" behind the music , "" this mockumentary profiles the rise and fall of an internet startup , called icevan . com .",objective
6559,"in this age of soulless , fx-driven action franchises raimi anachronistically emphasizes character development .",subjective
1461,"the miseducation of mitchell is a gritty , inner-city drama that covers one day in the life of mitchell , a quiet ten-year-old boy who lives with his crack-head mother ( nayomi ) in a roach infested downtown l . a . motel .",objective
7907,"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",subjective
513,"egoyan's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .",subjective
5178,a dopey movie clothed in excess layers of hipness .,subjective
1927,a by-the-numbers effort that won't do much to enhance the franchise .,subjective
8537,"improv comedy masters the upright citizens brigade star in this absurdist comedy about an evil chinese food company and their plan to turn little girls into "" saucy "" spare ribs .",objective
6715,"after losing his and young son to divorce , he finds no alternative but to kidnap the boy inevitably dragging him through a harrowing journey of grief and as he learns to accept himself .",objective
3898,an annoying orgy of excess and exploitation that has no point and goes nowhere .,subjective
7261,"in the mean time , budcasso invites his spirit-fighting ex-wife mrs . bud lung ( troublesome night regular lan law ) to the wedding .",objective
3198,"special agent rachel anderson is charged with protecting a key witness , richard harper .",objective
8881,"a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .",subjective
1641,a romantic comedy that operates by the rules of its own self-contained universe .,subjective
1811,blade's team and the bloodpack are the only line of defense which can prevent the reaper population from wiping out the vampire and human populations .,objective
3238,"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",subjective
1764,"in a small fishing village an established fishmonger , davis , starts to have his supply bought from under him by new boy alan leech .",objective
3737,"the documentary follows otte from holland to ghana , where he's set to celebrate his fifth anniversary as the leader of mepe , the region of 300 , 000 people who installed him .",objective
5747,"like mike is a harmlessly naïve slice of b-ball fantasy , fit for filling in during the real nba's off-season .",subjective
892,"danny , who gets paranoid and makes a scene while they watch "" der lift "" ( a black &#38 ; white german horror movie ) and hallucinates about being the actor in the film ( ricardo mamood ) , has not the courage to face a girl half his age .",objective
3682, . . . delivers few moments of inspiration amid the bland animation and simplistic story .,subjective
111,"though constantly dreaming of a romantic love , he is not bold enough to make his dreams come true .",objective
7948,"it's all entertaining enough , but don't look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper .",subjective
5959,"it's an instant success for simon , he meets the delightful mia who immediately takes a liking to him .",objective
6847,"watch as the archetypal stories of life and death , love and renewal , and battles between good and evil cross lines of culture and class to speak in the language of raw human emotion .",objective
6819,"a sweet , tender sermon about a 12-year-old welsh boy more curious about god than girls , who learns that believing in something does matter .",subjective
9936,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure .",subjective
1064,but he strongly believed testing was needed for all actors &#38 ; actresses in the porn industry .,objective
5181,the film is a coming-of-age story and also a dark comedy .,objective
7494,"later , one of the wives is found dead in the hot tub , setting off a series of events that reveal their inner beliefs .",objective
